Name,Licence Number,Email,Website
EVER BASED TOURS AND TRAVEL LIMITED,UTB/RTT/TT/2022/100423,everbased@yahoo.com,http://www.everbased.com
KEMPTEN SAFARIS AFRICA LIMITED,UTB/RTT/TT/2022/100424,kemptensafaris@gmail.com,http://www.kemptensafaris.com
ENTARE Y'ISHASHA TOURS AND TRAVEL,UTB/RTT/TT/2022/100426,entareyishashatours@gmail.com,http://
Eco Adventure Safaris Limited,UTB/RTT/TT/2022/100427,info@ecoadventuresafaris.com,http://www.ecoadventuresafaris.com
Africa Hikers Safari Ltd,UTB/RTT/TT/2022/100429,africahikerssafari2019@gmail.com,http://www.africahikerssafari.com
YATRA TOURS AND AND TRAVEL LIMITED,UTB/RTT/TT/2022/100430,yatratours09@gmail.com,http://TO BE OBTAINED
Alps Trendy Safaris,UTB/RTT/TT/2022/100431,info@alpstrendysafaris.com,http://https://alpstrendysafaris.com/
STRAIGHT UP TOURS AND TRAVEL LTD,UTB/RTT/TT/2022/100433,straightuptoursandtravel@gmail.com,http://www.straightuptoursandtravel.com
LITTLE ROCK TOURS AND SAFARIS,UTB/RTT/TT/2022/100434,info@littlerocksafaris.com,http://www.littlerocksafaris.com
Wild Excursion Safaris,UTB/RTT/TT/2022/100451,info@we-uganda.com,http://www.we-uganda.com
BENTRUST SAFARIS,UTB/RTT/TT/2022/100452,bentrusttoursandtravel@gmail.com,http://www.bentrustsafaris.com
AGASARO SAFARIS LIMITED,UTB/RTT/TT/2022/100453,agasarosafaris@gmail.com,http://www.agasarosafaris.com
Ihanga Tours and Travels,UTB/RTT/TT/2022/100454,ihangatoursandtravels@gmail.com,http://www.ihangatoursandtravels.com
FERNANDO TOURS LIMITED,UTB/RTT/TT/2022/100455,fernadotours256@gmail.com,http://www.fernadotoursug.com
TWINMART TOURS AND TRAVEL,UTB/RTT/TT/2022/100456,twinmarttoursntravel@gmail.com,http://www.twinmarttours.com
CORIKONI CONSULTANCY LIMITED,UTB/RTT/TT/2022/100457,info@corikoniconsultancy.com,http://www.corikoniconsultancy.com
NTUNGO WILDLIFE SAFARIS LTD,UTB/RTT/TT/2022/100458,info@ntungosafaris.com,http://www.ntungosafaris.com
MUWEBWA ADVENTURE SAFARIS LTD,UTB/RTT/TT/2022/100459,muwebwaadventuresafaris@gmail.com,http://www.muwebwaadventuresafaris.com
Adrift East Africa,UTB/RTT/TT/2022/100460,info@adrift.ug,http://www.adrift.ug
JENIK TOURS AND TRAVELS LIMITED,UTB/RTT/TT/2022/100461,jeniktours@gmail.com,http://www.jeniktours.com
Gofree Uganda Tours and Travel,UTB/RTT/TT/2022/100462,gofreeuganda@gmail.com,http://www.gofreeuganda.com
Awesome Fixers and Adventures,UTB/RTT/TT/2022/100463,awesomefixersandadventures@gmail.com,http://www.awesomefixers.com
HYGGE RELAX ADVENTURE TRAVELS,UTB/RTT/TT/2022/100467,relaxlogistics7@gmail.com,http://http://www.relaxlogisticstoursandtravel.com
CURIOUS TOURS & TRAVEL AGENCY,UTB/RTT/TT/2022/100473,curious.toursandtravels@gmail.com,http://www.curioustravelagency.com
Tristar Africa Skimmer,UTB/RTT/TT/2022/100474,booking@tristarafricaskimmersafaris.com,http://www.tristarafricaskimmersafaris.com
JOHNBULL TOURS AND TRAVEL,UTB/RTT/TT/2022/100475,info@johnbulltoursuganda.com,http://www.Johnbulltoursuganda.com
VERDANT SAFARIS LIMITED,UTB/RTT/TT/2022/100476,info@verdantsafaris.com,http://https://www.verdantsafaris.com/
Lush Africa Safaris Limited,UTB/RTT/TT/2022/100479,lushafricansafaris@gmail.com,http://https://lushafricasafaris.com/
Kange Safaris,UTB/RTT/TT/2022/100481,madonna@kangesafaris.com,http://www.kangesafaris.com
Kunda travels & tours,UTB/RTT/TT/2022/100483,info@kundatravels.com,http://www.kundatravels.com
KAYNELA TOURS AND TRAVEL,UTB/RTT/TT/2022/100484,kaynelafarmsltd@gmail.com,http://https://kaynelafarmsltd.com/
LWENDO ADVENTURE SAFARIS,UTB/RTT/TT/2022/100485,info@lwendoadventuresafaris.com,http://www.lwendoadventuresafaris.com
Shanrod Africa,UTB/RTT/TT/2022/100487,sales@africa-wilderness-safaris.com,http://www.africa-wilderness-safaris.com
Epic Holidays Africa ltd,UTB/RTT/TT/2022/100490,info@epicholidaysafrica.com,http://www.epicholidaysafrica.com
MITULIVU SAFARIS,UTB/RTT/TT/2022/100492,mtulivusafaris@outlook.com,http://www.mtulivusafaris.com
SPELTER TOUR AND TRAVEL,UTB/RTT/TT/2022/100493,info@speltertoursandtravel.com,http://www.speltertoursandtravel.com
Fahari Uganda Safaris,UTB/RTT/TT/2022/100504,info@fahariugandasafaris.com,http://www.fahariugandasafaris.com
RWAKITECH ENTERPRISES -U- LIMITED,UTB/RTT/TT/2022/100505,info@rwakitechtours.com,http://www.rwakitechtours.com
DAGIZ TRAVEL LIMITED,UTB/RTT/TT/2022/100507,travel@dagiztravel.com,http://www.dagiztravel.com
Jangu Tours and Travel,UTB/RTT/TT/2022/100512,jangutours@gmail.com,http://www.jangutours.com
Kalekale Adventure Travels,UTB/RTT/TT/2022/100513,hello@kalekaleadventures.com,http://www.kalekaleadventures.com
Elda Backpackers,UTB/RTT/TT/2022/100514,info@eldabackpackers.com,http://www.eldabackpackers.com
AIRMASTERS TRAVEL,UTB/RTT/TT/2022/100519,tairmasters@yahoo.com,http://www.airmasterstravellimited.com
Steady Safaris,UTB/RTT/TT/2022/100520,info@steadysafaris.com,http://www.steadysafaris.com
Theodore Tour and Travel Agency Ltd,UTB/RTT/TT/2022/100521,theodoretourandtravelagency@gmail.com,http://www.theodoretour.online
Afro-Alpine Tour and Safaris Ltd,UTB/RTT/TT/2022/100522,info@afroalpinetours.com,http://www.afroalpinetours.com
Voyager African Safaris Limited,UTB/RTT/TT/2022/100524,voyager@discoverafrica.co.ug,http://www.discoverafrica.co.ug
TRAVEL DOT COM LIMITED,UTB/RTT/TT/2022/100525,travelcomltd@gmail.com,http://www.traveldotcom.com
Ibuth Safaris Uganda Ltd,UTB/RTT/TT/2022/100526,info@ibuthsafaris.com,http://www.ibuthsafaris.com
Marlene Africa Safaris Ltd,UTB/RTT/TT/2022/100528,info@visitgorillasafrica.com,http://www.visitgorillasafrica.com
JR AFRIC WILDWOOD UGANDA LIMITED,UTB/RTT/TT/2022/100533,info@jrafric.org,http://jrafric.org
WIKREATE TRAVELS UGANDA LIMITED,UTB/RTT/TT/2022/100539,wikreat@gmail.com,http://www.wikreate.biz
Albert Safaris LTD,UTB/RTT/TT/2022/100541,info@albertsafaris.com,http://www.albertsafaris.com
High sky Tours and Travel,UTB/RTT/TT/2022/100542,info@highskytoursandtravel.com,http://www.highskytoursandtravel.com
Lake Basin Tours & Travel Limited,UTB/RTT/TT/2022/100543,sales@lakebasintours.co.ug,http://www.lakebasintours.co.ug
DOAN VOYAGE,UTB/RTT/TT/2022/100547,wanderapeter2566@gmail.com,http://www.doanvoyage.com
Ruhanga Eco tours,UTB/RTT/TT/2022/100550,tours@ruhangaecosafaris.com,http://www.ruhangaecosafaris.com
Rafiki Safaris,UTB/RTT/TT/2022/100551,rafikisafarisug@gmail.com,http://www.rafikisafarisuganda.com
Mbuni African Safaris,UTB/RTT/TT/2022/100552,info@mbuniafricansafaris.com,http://www.mbuniafricansafaris.com
COINWORTH TOURS AND TRAVEL LTD,UTB/RTT/TT/2022/100553,coinworthtoursandtravel@gmail.com,http://https://coinworthtoursandtravel.com/
FRIENDS NATURE SAFARIS,UTB/RTT/TT/2022/100554,friendsnaturesafaris@gmail.com,http://www.friendsnaturesafaris.com
DIV SAFARIS & CAR HIRE,UTB/RTT/TT/2022/100555,divinesafaris@gmail.com,http://www.divinesafariscarhire.com
GS SHUTTLE INTERNATIONAL,UTB/RTT/TT/2022/100556,gsshuttle@gmail.com,http://www.gsshuttle.com
Visit Uganda Tours & Travel Limited,UTB/RTT/TT/2022/100558,visitugandatoursandtravel@gmail.com,http://www.visitugandatours.com
Gorge Africa Safaris,UTB/RTT/TT/2022/100560,phphilemons@gmail.com,http://www.gorgeafrica.com
Ngege kufurahi safaris Ltd,UTB/RTT/TT/2022/100561,info@ngegesafaris.com,http://www.ngegesafaris.com
PHIZIK SAFARIS LIMITED,UTB/RTT/TT/2022/100562,phiziksafaris@gmail.com,http://www.phiziksafaris.com
Fian Motors and Safaris Ltd,UTB/RTT/TT/2022/100564,fianmotorsltd@gmail.com,http://www.fianholdings.com
Igufa Safaris Ltd,UTB/RTT/TT/2022/100565,info@igufasafaris.com,http://www.igufasafaris.com
CPN CONSULTANTS,UTB/RTT/TT/2022/100566,reservations@cpnconsultantsafrica.com,http://www.cpnconsultantsafrica.com
Zoora Uganda Safaris,UTB/RTT/TT/2022/100568,zoorauganda004@gmail.com,http://www.zooraugandasafaris.com
Kofi Travel Safaris,UTB/RTT/TT/2022/100573,info@kofitravelsafaris.com,http://www.kofitravelsafaris.com
Engo Tours & adventure.,UTB/RTT/TT/2022/100574,engotours2016@gmail.com,http://www.engotours&adventures.com
SHADY TOURS & TRAVEL,UTB/RTT/TT/2022/100575,info@shadytoursandtravel.com,http://www.shadytours&travel.com
HURRA UGANDA SAFARIS COMPANY LIMITED,UTB/RTT/TT/2022/100577,hurraugandasafaris@gmail.com,http://www.hurraugandasafaris.com
LIKANA SAFARIS,UTB/RTT/TT/2022/100579,info@likanasafarisug.com,http://www.likanasafarisug.com
Peregreen Rambles Limited,UTB/RTT/TT/2022/100580,info@peregreenrambles.com,http://https://peregreenrambles.com/
Rambase gem vacations(u) ltd,UTB/RTT/TT/2022/100582,info@rambasegemvacations.com,http://www.rambasegemvacations.com
Cover Tours and Travel,UTB/RTT/TT/2022/100584,coverstoursandtravel@gmail.com,http://www.coverstoursandtravel.com
PHIILOFAFRICA SAFARIS AND TOURS,UTB/RTT/TT/2022/100585,info@philofafrica.com,http://www.philofafrica.com
Alpha Wild Safaris,UTB/RTT/TT/2022/100586,info@alphawildsafaris.com,http://www.alphawildsafaris.com
Wave Expeditions Limited,UTB/RTT/TT/2022/100587,sarah@waveexpeditions.ug,http://www.waveexpeditions.ug
Kubwa Five Safaris Limited,UTB/RTT/TT/2022/100588,reservations@kubwafive-safaris.com,http://www.kubwafive-safaris.com
DESTINY CENTER SAFARIS LTD,UTB/RTT/TT/2022/100589,reservations@destinycentersafaris.com,http://www.destinycentersafaris.com
Brave Escape Africa,UTB/RTT/TT/2022/100591,braveescapeafrica@gmail.com,http://www.braveescapeafrica.com
NILE TREATZ TOURS AND TRAVEL,UTB/RTT/TT/2022/100592,silviaangey@gmail.com,http://niletreatz.com
RICKIE TOURS AND TRAVEL,UTB/RTT/TT/2022/100594,rickietours@gmail.com,http://www.rickietoursug.com
Great Africa Tours,UTB/RTT/TT/2022/100595,info@greatafricatours.com,http://www.greatafricatours.com
Travel Wonders Discovery Africa Limited,UTB/RTT/TT/2022/100596,md@travelanddiscorverafrica.com,http://travelanddiscorverafrica.com
Buyigi Estates Limited,UTB/RTT/TT/2022/100599,nakimbugwebrenda322@gmail.com,http://buyigiestates.com
Nature Vacations Ltd,UTB/RTT/TT/2022/100601,info@nature-vacations.com,http://www.safari-dreams.com
Scb tours and travel,UTB/RTT/TT/2022/100605,scbtoursandtravel@gmail.com,http://www.scbtoursandtravel.com
PEPEYA EVENTS LIMITED,UTB/RTT/TT/2022/100606,pepeyaeventsltd@gmail.com,http://www.pepeya.com
Clutch Adventures,UTB/RTT/TT/2022/100607,adventure@clutchadventures.com,http://www.clutchadventures.com
TRAVENTURE HAVEN,UTB/RTT/TT/2022/100608,info@traventurehaven.com,http://www.traventurehaven.com
Nature Track Expeditions (U) Limited,UTB/RTT/TT/2022/100609,safari@naturetrack-expeditions.com,http://www.naturetrack-expeditions.com
Uzuri Uganda Safaris Ltd,UTB/RTT/TT/2022/100614,info@uzurisafaris.com,http://www.uzurisafaris.com
Akiika Expeditions Tours Uganda,UTB/RTT/TT/2022/100615,info@akiikaexpenditionstoursuganda.com,http://https://akiikaexpenditionstoursugand.com/
Cris Tours and Travel,UTB/RTT/TT/2022/100617,cristoursandtravelug1@gmail.com,http://www.cristoursandtravelagent.com
Mirembe Tours and Travel,UTB/RTT/TT/2022/100620,mirembetours2020@gmail.com,http://www.mirembetours.com
JAMBO PRIME TOURS & TRAVEL,UTB/RTT/TT/2022/100623,info@jamboprimetours.com,http://http://jamboprimetours.com/
Indulge africa safaris,UTB/RTT/TT/2022/100627,onzi@indulgeafricasafaris.com,http://www.indulgeafricasafaris.com
Grime Depths Safaris,UTB/RTT/TT/2023/100629,grimesafaris@gmail.com,http://www.grimedepths.co.ug
GALLIVANTER  AGENCY LIMITED,UTB/RTT/TT/2023/100630,info@gallivanteragency.com,http://www.gallivanteragency.com
greenbul safaris,UTB/RTT/TT/2023/100633,kmourice25@gmail.com,http://info@foverugandasafaris.com
Amakula African Safaris,UTB/RTT/TT/2023/100637,info@amakulaafricansafaris.com,http://www.amakulaafricansafaris.com
Platinum Gorilla vacations,UTB/RTT/TT/2023/100643,info@exclusivegorillavacations.com,http://http://www.exclusivegorillavacations.com/
Deep end  Safaris,UTB/RTT/TT/2023/100646,info@deependsafaris.com,http://www.deependsafaris.com
Harrier Tours,UTB/RTT/TT/2023/100651,harriertours@gmail.com,http://www.harriertours.com
TWIPA SAFARIS,UTB/RTT/TT/2023/100652,info@twipasafaris.com,http://www.twipasafaris.com
ecoplace tours limited,UTB/RTT/TT/2023/100653,info@ecoplacetourslimited.com,http://https://ecoplacetourslimited.com/
BUKE-LEE TOURS AND TRAVEL LIMITED,UTB/RTT/TT/2023/100655,bukeleetoursandtravel@gmail.com,http://www.bukelee.com
Legends Gorilla Tours,UTB/RTT/TT/2023/100659,scovia@goritours.com,http://www.goritours.com
ZAK TOURS AND TRAVEL AGENCY LTD,UTB/RTT/TT/2023/100661,zaktoursandtravelagencyltd@gmail.com,http://www.zaktoursandtravelagencyltd.co.ug
STORM'S OVER TRAVEL CONSULTS,UTB/RTT/TT/2023/100663,stormstravel23@gmail.com,http://www.stormsoverres.com
MAJESTIC INTERNATIONAL TOURS AND TRAVEL,UTB/RTT/TT/2023/100665,majesticinttours@gmail.com,http://www.mitt.com
Ikumi Gorilla Vacations,UTB/RTT/TT/2023/100666,ikumigorillavacations@gmail.com,http://www.ikumigorillavacations.com
Je Fais Nature Safaris,UTB/RTT/TT/2023/100667,info@jefaisnaturesafaris.com,http://www.jefaisnaturesafaris.com
KIRIZA TOURS AND TRAVEL,UTB/RTT/TT/2023/100669,info@kirizatours.com,http://www.kirizatours.com
ZHONGWU INTERNATIONAL TOUR AND TRAVEL,UTB/RTT/TT/2023/100670,zhongwutravel@gmail.com,http://https://yuandaafrica.com/
TRITON TRAVEL CONSULTS,UTB/RTT/TT/2023/100671,operations@tritontravels.com,http://www.tritontravelconsults.com
NALUBALE RAFTING,UTB/RTT/TT/2023/100673,bookings@nalubalerafting.com,http://www.nalubalerafting.com
GOLDROCK SAFARIS,UTB/RTT/TT/2023/100676,info@goldrocksafaris.com,http://www.goldrocksafaris.com
Legit Holidays and Travels.,UTB/RTT/TT/2023/100677,info@legitholidays.ug,http://www.legitholidays.ug
TANTA REALTIME SERVICES LIMITED,UTB/RTT/TT/2023/100680,info@tantaservices.com,http://www.tantaservices.com
NALU TOUR AND TRAVEL LIMITED,UTB/RTT/TT/2023/100682,nalutourtravel@gmail.com,http://www.nalutours.com
Discover Africa,UTB/RTT/TT/2023/100684,accounts@extremeadventures.co.ug,http://www.extremeadventures.co.ug
REGO TOURS AND TRAVEL,UTB/RTT/TT/2023/100685,regotoursafari@gmail.com,http://regotoursaandsafari.com
AKIIKI GORILLA ADVENTURE LTD,UTB/RTT/TT/2023/100686,akiikigorillaadventuresug@gmail.com,http://www.akiikigorilladventures.com
PHMSSEB Tours and Travel,UTB/RTT/TT/2023/100687,contact-us@phmsseb.com,http://www.phmsseb.com
VIAJES ADVENTURES,UTB/RTT/TT/2023/100688,hola@muzungus.com,http://www.muzungus.com
SUAM TOURS AND TRAVEL CO. LIMITED,UTB/RTT/TT/2023/100689,suamtoursandtravellimited@gmail.com,http://www.suam-tour.com
Big Seven Africa Travels,UTB/RTT/TT/2023/100698,big7africatravels@gmail.com,http://www.big7africatravels.in
TAJ ALSULTAN TOURS AND TRAVEL AGENCY,UTB/RTT/TT/2023/100699,tajalsultan002@gmail.com,http://Www.tajalsultanafrica.com
HOMINID ADVENTURES,UTB/RTT/TT/2023/100700,hominidadventures@gmail.com,"http://www.homidinadventures,com"
LEGO SAFARIS,UTB/RTT/TT/2023/100703,info@legosafaris.com,http://www.legosafaris.com
FINFOOT TOURS AND CONSULTANTS LIMITED,UTB/RTT/TT/2023/100708,finfoottoursandconsultants@gmail.com,http://www.finfoottoursandconsultants.com
Pomelo-ibis Adventures Ltd,UTB/RTT/TT/2023/100710,pomeloibisadventures@gmail.com,http://www.pomelo-ibisadventures.com
PERSIS TOURS AND TRAVEL,UTB/RTT/TT/2023/100713,persistoursandtravel@gmail.com,http://www.persistoursandtravel.com
ZOOTOPIA GAME DRIVES LTD,UTB/RTT/TT/2023/100719,ssenjakkoronnie@gmail.com,http://www.zootopiagamedrives.com
KIGEZI VIMA SAFARIS,UTB/RTT/TT/2023/100721,Info@visitivirungamountains.com,http://www.visitvirungamountains.com
Cycle Tours Uganda,UTB/RTT/TT/2023/100723,cycletoursuganda@gmail.com,http://www.cycletoursuganda.com
Native Expeditions Safaris,UTB/RTT/TT/2023/100724,info@nativeexpeditions.travel,http://https://nativeexpeditions.travel/
DA'RAYZ PALM LTD,UTB/RTT/TT/2023/100725,darayzpalm@gmail.com,http://www.darayzpalm.com
NJPS Tours and Travel Ltd,UTB/RTT/TT/2023/100726,njpstoursandtravel@gmail.com,http://www.njpstoursandtravels.com
MURUNGI SAFARIS UGANDA LTD,UTB/RTT/TT/2023/100730,murungisafaris@gmail.com,http://www.murungisafaris.com
RECHO SAFARIS,UTB/RTT/TT/2023/100731,info@rechosafarislimited.com,http://www.rechosafarislimied.coom
